id,customer_message,true_intent,predicted_intent,intent_confidence,retrieval_similarity,decision,reason,generated_response,evidence_customer,evidence_response,relevance,groundedness,helpfulness,evidence_similarity,overall_response_score
1067744,"Wat more detail u want me to fill here? I have filled these thrice, hw much more u would fool me wid ds generic replies? U looters, u cheats",customer_service,customer_service,0.2971462461988976,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. here: and we'll get back to you with an update. (2/2),"Wat more detail u want me to fill here? I have filled these thrice, hw much more u would fool me wid ds generic replies? U looters, u cheats",here: and we'll get back to you with an update. (2/2),0.0625,0.6666666666666666,0.3333333333333333,0.5245910904457137,0.39743866356685703
239435,UPS for all 5 packages :(,order_delivery,order_delivery,0.2695160626659096,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. I do apologize for the overall bad experience Joshua. Which carrier was assigned delivery of the shipment that were late? You can easily find the carrier information under order details from here:,UPS for all 5 packages :(,I do apologize for the overall bad experience Joshua. Which carrier was assigned delivery of the shipment that were late? You can easily find the carrier information under order details from here:,0.0,0.9090909090909091,0.0,0.8926858060615437,0.4520846890910497
485366,"No, your delivery team are incapable of just leaving a parcel. Ive has 3 different ideas from your support team but none have worked. The deliveries are just given to the nearest neighbour despite requests",order_delivery,order_delivery,0.25325816387866257,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with?,"No, your delivery team are incapable of just leaving a parcel. Ive has 3 different ideas from your support team but none have worked. The deliveries are just given to the nearest neighbour despite requests",I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with?,0.05,0.8461538461538461,0.0,0.8093107136677958,0.43255045320401553
832716,Yes as per my earlier message I told u people that I have replied on that mail as well,customer_service,customer_service,0.2737163789072124,1.0000000000000002,ESCALATE,low intent confidence,"Thanks for reaching out. I understand your concern. However, could you let us know if you've reverted to the email you've received from us?",Yes as per my earlier message I told u people that I have replied on that mail as well,"I understand your concern. However, could you let us know if you've reverted to the email you've received from us?",0.0,0.8333333333333334,0.3333333333333333,0.8404075302178391,0.4843944628660092
503398,"Until you control shipping, doubt there’s anything you can do other than just not promise dates until after the holidays. Of course shipping the in stock product when I ordered it and not three days later (on the original delivery date) probably could have helped.",order_delivery,order_delivery,0.37826093814025025,0.9999999999999999,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. This isn't what we like to see! We want to help, do you have a recent order you need some assistance with?","Until you control shipping, doubt there’s anything you can do other than just not promise dates until after the holidays. Of course shipping the in stock product when I ordered it and not three days later (on the original delivery date) probably could have helped.","This isn't what we like to see! We want to help, do you have a recent order you need some assistance with?",0.03571428571428571,0.8571428571428571,0.0,0.8093107136677958,0.4321108927644551
549546,"I won’t know until it’s opened on Christmas Day-I don’t want to open the inner box to check as it’s a gift, would I be able to contact for return still if it is damaged? I have taken photos of the damaged box",return_refund,return_refund,0.363265556574543,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. Hi! I'm sorry to hear of your negative experience. Was the laptop damaged in any way? If you'd like to leave carrier feedback please visit us here: -Roger B.,"I won’t know until it’s opened on Christmas Day-I don’t want to open the inner box to check as it’s a gift, would I be able to contact for return still if it is damaged? I have taken photos of the damaged box",Hi! I'm sorry to hear of your negative experience. Was the laptop damaged in any way? If you'd like to leave carrier feedback please visit us here: -Roger B.,0.05555555555555555,0.8823529411764706,0.3333333333333333,0.8795507468800317,0.5240894747771028
758938,"I am messaging you the details,see if you care enough as you say .I am sick of filling these forms",customer_service,customer_service,0.2962354826618055,1.0,ESCALATE,low intent confidence,Thanks for reaching out. Please report this to our support team here: and we'll look into this. (2/2),"I am messaging you the details,see if you care enough as you say .I am sick of filling these forms",Please report this to our support team here: and we'll look into this. (2/2),0.0,0.8,0.3333333333333333,0.7297276980311308,0.4561258213713362
985150,No. I will do that. Thank you very much.,general_feedback,general_feedback,0.41569035549036887,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H,"Thank you, I will.",Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H,0.2,0.8,0.3333333333333333,0.8404075302178391,0.5327277961993425
469406,"How could you called itself world's most customer centric company, shame on you guys, There is no proper customer support #UNINSTALLAMAZON",customer_service,customer_service,0.2988856038771838,1.0,ESCALATE,low intent confidence,Thanks for reaching out. I'm sorry to know that the resolution provided wasn't as expected. Kindly respond to the email you've received and we'll take this up further. Appreciate your understanding.,"How could you called itself world's most customer centric company, shame on you guys, There is no proper customer support #UNINSTALLAMAZON",I'm sorry to know that the resolution provided wasn't as expected. Kindly respond to the email you've received and we'll take this up further. Appreciate your understanding.,0.0,0.8947368421052632,0.0,0.8795507468800317,0.4450905067688468
815491,think u should jump in to get a happy customer your team is not even giving me a call neither want to resolve the query,customer_service,customer_service,0.3005432445570469,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. and help you with the issue. Please provide your details here: and I'll get back to you. 2/2,think u should jump in to get a happy customer your team is not even giving me a call neither want to resolve the query,and help you with the issue. Please provide your details here: and I'll get back to you. 2/2,0.07142857142857142,0.8181818181818182,0.3333333333333333,0.7297276980311308,0.48391802916354404
898373,I m nt sure if u ppl hv brain to understand d problem summry. Read again& call me.,customer_service,customer_service,0.27501869352261593,1.0000000000000004,ESCALATE,low intent confidence,"Thanks for reaching out. I understand you want to order Redmi 4A. However, it is only available during the sale. Request you to wait for one.",I m nt sure if u ppl hv brain to understand d problem summry. Read again& call me.,"I understand you want to order Redmi 4A. However, it is only available during the sale. Request you to wait for one.",0.125,0.8461538461538461,0.3333333333333333,0.826253287234524,0.5242585059056913
2133266,I ordered 3 sets of Xbox game codes and my account says verifying. They was ordered at 5pm yesterday. Been told 4 hours and still not here.,order_delivery,order_delivery,0.23815619122891243,1.0000000000000002,ESCALATE,low intent confidence,"Thanks for reaching out. Apologies, can you tell us a bit more w/o sharing any personal or acc info?",I ordered 3 sets of Xbox game codes and my account says verifying. They was ordered at 5pm yesterday. Been told 4 hours and still not here.,"Apologies, can you tell us a bit more w/o sharing any personal or acc info?",0.0,0.75,0.0,0.7886507647472073,0.38079761471208107
472331,It's with I was using my free trial of Amazon Music when this came to my attention.,prime,prime,0.7147243973288724,1.0000000000000002,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. Thanks for confirming. Which site is your account with? or?,It's with I was using my free trial of Amazon Music when this came to my attention.,Thanks for confirming. Which site is your account with? or?,0.1,0.875,0.0,0.7576832018547042,0.44990248027820556
37607,Have concted your cc 10 times. You have my details. Filled this form also. Horrible experience,customer_service,customer_service,0.34396284008414035,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. We haven't received your details yet. Kindly share the details in the link provided earlier and we'll get in touch.,Have concted your cc 10 times. You have my details. Filled this form also. Horrible experience,We haven't received your details yet. Kindly share the details in the link provided earlier and we'll get in touch.,0.18181818181818182,0.8333333333333334,0.0,0.8627308763190273,0.4756217526599753
793899,Can i have a ETA from your end for the resolution or you just making fool of your customers. Full money paid & no product received.,order_delivery,order_delivery,0.2101997246777942,1.0,ESCALATE,low intent confidence,Thanks for reaching out. provided earlier from the account used for placing your order. We'll be glad to help you. (2/2),Can i have a ETA from your end for the resolution or you just making fool of your customers. Full money paid & no product received.,provided earlier from the account used for placing your order. We'll be glad to help you. (2/2),0.15384615384615385,0.8333333333333334,0.0,0.826253287234524,0.46175850590569145
619101,Nah u don’t understand the customer plight. Else d issue wouldn’t have been left unattended for dis long. So stop putting a mask of concern,customer_service,customer_service,0.27623598986968234,1.0000000000000002,ESCALATE,low intent confidence,"Thanks for reaching out. I can imagine your disappointment. If you've responded to our email, we'll connect with you soon.",Nah u don’t understand the customer plight. Else d issue wouldn’t have been left unattended for dis long. So stop putting a mask of concern,"I can imagine your disappointment. If you've responded to our email, we'll connect with you soon.",0.0,0.8,0.0,0.8093107136677958,0.40139660705016933
182998,"I have, nothing there I'm afraid. I've also check the msg centre. I don't have an email confirming the preorder either which is odd",order_delivery,customer_service,0.2007576656306825,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. Have you checked you Spam/Junk folders for it? You may also want to check your Message Centre:,"I have, nothing there I'm afraid. I've also check the msg centre. I don't have an email confirming the preorder either which is odd",Have you checked you Spam/Junk folders for it? You may also want to check your Message Centre:,0.3333333333333333,0.8461538461538461,0.3333333333333333,0.8093107136677958,0.5842171198706821
1727579,he's lying . I've not sent him any product 😏,general_feedback,general_feedback,0.2526782293423923,1.0,ESCALATE,low intent confidence,Thanks for reaching out. We apologize for the hassle. You can process a return here: Do keep us posted for further assistance.,he's lying . I've not sent him any product 😏,We apologize for the hassle. You can process a return here: Do keep us posted for further assistance.,0.0,0.8181818181818182,0.0,0.7628693657641714,0.40079404122826207
1889496,I am a business account holder. Not all your sellers provide GST invoices. I request you that Cloudtail provide GST invoices.,payment_billing,payment_billing,0.6433333309702897,1.0,ESCALATE,issue may require account-specific information,Thanks for reaching out. GST invoices are only provided to Business Account holders. You can refer here: for details,I am a business account holder. Not all your sellers provide GST invoices. I request you that Cloudtail provide GST invoices.,GST invoices are only provided to Business Account holders. You can refer here: for details,0.3,0.8181818181818182,0.0,0.8093107136677958,0.4977602434138057
1733924,It’s sold by amazon I have the order number . How do I get a replacement sent to me etc ?,return_refund,return_refund,0.26590496753540205,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. Hi Jessica- Sorry to hear about your baby monitor- Was the item sold directly via Amazon or by a Seller on Amazon?,It’s sold by amazon I have the order number . How do I get a replacement sent to me etc ?,Hi Jessica- Sorry to hear about your baby monitor- Was the item sold directly via Amazon or by a Seller on Amazon?,0.2857142857142857,0.8571428571428571,0.0,0.8716924530362159,0.516468153669718
897115,I have replied to your mail as well.,customer_service,customer_service,0.2481319786353277,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. Kindly check &amp; reply to the email sent by the Social Media team so that we can get back with an update. 2/2,Replied to that mail.,Kindly check &amp; reply to the email sent by the Social Media team so that we can get back with an update. 2/2,0.0,0.8571428571428571,0.6666666666666666,0.8404075302178391,0.5593944628660092
1137332,Earliest? When? I want a resolution right now,customer_service,customer_service,0.24478327485746337,1.0,ESCALATE,low intent confidence,"Thanks for reaching out. Apologies for the stretch, we are working on it. We will get back to you at the earliest.",Earliest? When? I want a resolution right now,"Apologies for the stretch, we are working on it. We will get back to you at the earliest.",0.2,0.75,0.0,0.6853880419233518,0.42530820628850274
294893,"The wrong shipping label was sent to me for a return. Although I returned the correct item, I was charged for not returning the item.",return_refund,return_refund,0.3901640168188449,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. I'm sorry to hear this. Without posting personal or account information, can you tell us more about the issue?","The wrong shipping label was sent to me for a return. Although I returned the correct item, I was charged for not returning the item.","I'm sorry to hear this. Without posting personal or account information, can you tell us more about the issue?",0.0,0.8571428571428571,0.0,0.8093107136677958,0.42139660705016935
1144975,I have the number for your head office in slough and I'll be calling them tomorrow!,customer_service,customer_service,0.25618346570134715,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. I completely understand your frustration. Have you checked your spam or junk folder for our message?,I have the number for your head office in slough and I'll be calling them tomorrow!,I completely understand your frustration. Have you checked your spam or junk folder for our message?,0.2222222222222222,0.8333333333333334,0.3333333333333333,0.8093107136677958,0.5463966070501693
1258971,2 TIMES THE PRODUCT IS NOT DELIVERED WITH FALSE PROMISE? 12 DAYS WAITING..CAN YOU BE MORE ACCOUNTABLE,order_delivery,order_delivery,0.36882205115717925,1.0000000000000002,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. Umang, our team will review the details and reach out to you with all the available options soon. Appreciate your patience.",2 TIMES THE PRODUCT IS NOT DELIVERED WITH FALSE PROMISE? 12 DAYS WAITING..CAN YOU BE MORE ACCOUNTABLE,"Umang, our team will review the details and reach out to you with all the available options soon. Appreciate your patience.",0.1,0.8666666666666667,0.3333333333333333,0.8404075302178391,0.5260611295326759
2292288,So it’s been a long case but the issue I’m having now is that I was told by a supervisor over the phone last week that I would get my money back From my order and a say goodwill gesture I would have the same amount of money put into a gift card,return_refund,return_refund,0.31119187207414617,1.0000000000000002,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. We'd like to help however we can; could you provide us with a bit more information regarding the issue you initially contacted us for? What options were explored with you upon reaching out to our support team?,So it’s been a long case but the issue I’m having now is that I was told by a supervisor over the phone last week that I would get my money back From my order and a say goodwill gesture I would have the same amount of money put into a gift card,We'd like to help however we can; could you provide us with a bit more information regarding the issue you initially contacted us for? What options were explored with you upon reaching out to our support team?,0.04,0.9523809523809523,0.3333333333333333,0.8990249355291906,0.5468537403293785
2142449,"it doesnt appear so, but ive been having the package drying. im dissapointed that i got a notification so late after delivery though",order_delivery,order_delivery,0.2863729117143916,1.0,ESCALATE,low intent confidence,Thanks for reaching out. Sorry to hear it John- Have the items also gotten wet?,"it doesnt appear so, but ive been having the package drying. im dissapointed that i got a notification so late after delivery though",Sorry to hear it John- Have the items also gotten wet?,0.0,0.7777777777777778,0.0,0.7628693657641714,0.3866526270868479
1243789,Thank you for your answer ;),general_feedback,general_feedback,0.41174781488071427,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. You'll have the option to remove Special Offers for a 10GBP fee whenever you'd like! More info here:,Thank you for your answer ;),You'll have the option to remove Special Offers for a 10GBP fee whenever you'd like! More info here:,0.0,0.8333333333333334,0.0,0.826253287234524,0.41560465975184524
972781,Hahahahahaha Your services are pathetic specially replacement service And your app is amazing in when it comes to lag,general_feedback,general_feedback,0.21794488023371145,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. I'm sorry for that. Could you tell me what went wrong so that I can assist you accordingly?,Hahahahahaha Your services are pathetic specially replacement service And your app is amazing in when it comes to lag,I'm sorry for that. Could you tell me what went wrong so that I can assist you accordingly?,0.0,0.8181818181818182,0.0,0.7628693657641714,0.40079404122826207
678633,Has a 'member of your team researched this issue for me'? 1 month and counting #amazon,customer_service,customer_service,0.26843092011432024,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. We're sorry to hear this! I'd like to have a member from our team research this issue for you:,Has a 'member of your team researched this issue for me'? 1 month and counting #amazon,We're sorry to hear this! I'd like to have a member from our team research this issue for you:,0.4444444444444444,0.8333333333333334,0.0,0.7886507647472073,0.5432976147120812
1623394,"20+ days passed, 10+ mail exchanged, still No Delivery.Please Go back to America. Out for Delivery for more than 10 days. #Worstexperience",order_delivery,order_delivery,0.4135084353443531,1.0000000000000004,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. Thanks for confirming. We'll check and get back to you with a correspondence via email soon.,"20+ days passed, 10+ mail exchanged, still No Delivery.Please Go back to America. Out for Delivery for more than 10 days. #Worstexperience",Thanks for confirming. We'll check and get back to you with a correspondence via email soon.,0.08333333333333333,0.8888888888888888,0.3333333333333333,0.8292332144844935,0.5271627599504518
1051898,It's been very stressful 4 me and i had mentioned clearly to customer care that if issue ain't resolved 2day then i am gonna file n FIR.,customer_service,customer_service,0.29262014714847,1.0,ESCALATE,low intent confidence,Thanks for reaching out. Please allow us some more time and we will get back to you with an update on this.,It's been very stressful 4 me and i had mentioned clearly to customer care that if issue ain't resolved 2day then i am gonna file n FIR.,Please allow us some more time and we will get back to you with an update on this.,0.0,0.8333333333333334,0.6666666666666666,0.6225407468137513,0.5183811120220627
2113669,Mines was shipped like this as well.,order_delivery,order_delivery,0.28231845535547867,1.0000000000000002,ESCALATE,low intent confidence,"Thanks for reaching out. Just to confirm, was the console damaged? Please let us know!",Mines was shipped like this as well.,"Just to confirm, was the console damaged? Please let us know!",0.0,0.75,0.6666666666666666,0.7628693657641714,0.510263738197959
2396338,"Yes. I have wifi connected, I've restarted, I've closed out and re-opened. Nothing fixes it. Like I said, everything else works perfectly but the web browser, which has been enabled, and says try again later and nothing populates.",product_technical,product_technical,0.4399148570580358,1.0000000000000002,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. Gary, sorry to hear of your troubles! Have you tried the troubleshooting tips listed here?:","Yes. I have wifi connected, I've restarted, I've closed out and re-opened. Nothing fixes it. Like I said, everything else works perfectly but the web browser, which has been enabled, and says try again later and nothing populates.","Gary, sorry to hear of your troubles! Have you tried the troubleshooting tips listed here?:",0.045454545454545456,0.8461538461538461,0.0,0.8093107136677958,0.43118681684037913
1298936,"Thank you. I already got the answer to my question. It was just the process that was unusually bad for Amazon. Just a glitch, I'm sure.",general_feedback,general_feedback,0.30601796766319195,1.0000000000000002,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. I understand your frustration. What questions did you have specifically? Let us know, we'd be happy to answer your questions!","Thank you. I already got the answer to my question. It was just the process that was unusually bad for Amazon. Just a glitch, I'm sure.","I understand your frustration. What questions did you have specifically? Let us know, we'd be happy to answer your questions!",0.09090909090909091,0.8333333333333334,0.3333333333333333,0.8524143315538772,0.5134682103391421
2451228,before stolen mail & the metal monstrosities they were brought to our doors,general_feedback,general_feedback,0.23338794219104958,1.0,ESCALATE,low intent confidence,Thanks for reaching out. We use a variety of carriers. Trying to understand if a specific carrier is using this method of delivery.,before stolen mail & the metal monstrosities they were brought to our doors,We use a variety of carriers. Trying to understand if a specific carrier is using this method of delivery.,0.0,0.8333333333333334,0.3333333333333333,0.8404075302178391,0.4843944628660092
1137450,From past 3 days your support team is asking to wait till end of the day. It seems there is no end of the day for Amazon,customer_service,order_delivery,0.2365700873488797,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. That's strange. Kindly report this to our support team here: we'll assist you right away.,From past 3 days your support team is asking to wait till end of the day. It seems there is no end of the day for Amazon,That's strange. Kindly report this to our support team here: we'll assist you right away.,0.16666666666666666,0.8461538461538461,0.0,0.826253287234524,0.47009183923902476
2466106,Received two orders that still do not show up on my Amazon,order_delivery,customer_service,0.24541280672913174,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. This item may be in your cart and not an actual order. Please check here:,Received two orders that still do not show up on my Amazon,This item may be in your cart and not an actual order. Please check here:,0.0,0.8181818181818182,0.6666666666666666,0.7297276980311308,0.5291561244016393
2584143,Not yet shipped,order_delivery,order_delivery,0.3313203559357661,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. Has the item already shipped? If not, please visit: If it has shipped, please let us know!",It has already shipped.,"Has the item already shipped? If not, please visit: If it has shipped, please let us know!",1.0,0.75,0.6666666666666666,0.7886507647472073,0.8141309480454144
2527443,"7 DAYS since your last unsympathetic reply. Where is my money, or my book?????????????? THAT is why I have always maintained Flipkart is far ahead in terms of customer service! I stand vindicated",order_delivery,customer_service,0.2741984455876563,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. Sorry for the delay in delivery. It is never our intention to cause inconvenience to our valued customer. Call us here: &amp; we'll take necessary actions to make things right. 1/2,"7 DAYS since your last unsympathetic reply. Where is my money, or my book?????????????? THAT is why I have always maintained Flipkart is far ahead in terms of customer service! I stand vindicated",Sorry for the delay in delivery. It is never our intention to cause inconvenience to our valued customer. Call us here: &amp; we'll take necessary actions to make things right. 1/2,0.05,0.8947368421052632,0.0,0.8864984836093842,0.46113266727824975
364653,world's wrost customer services company poor reply on Twitter also,customer_service,customer_service,0.3550288249163933,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. You may refer here: to check the type of card we accept. (3/3),world's wrost customer services company poor reply on Twitter also,You may refer here: to check the type of card we accept. (3/3),0.0,0.75,0.3333333333333333,0.7297276980311308,0.4386258213713362
1264421,Please check on my order 171-5775155-8517954 and tell me the status.,order_delivery,order_delivery,0.3194242940892015,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,"Thanks for reaching out. Apologies for the delay with your refund, Rohan. Is this regarding a return? If yes, has the return reached our warehouse? ^",Please check on my order 171-5775155-8517954 and tell me the status.,"Apologies for the delay with your refund, Rohan. Is this regarding a return? If yes, has the return reached our warehouse? ^",0.0,0.8461538461538461,0.0,0.8524143315538771,0.42401599588692773
2745968,OK I just found out why the parcel wouldn’t go through the door. In what way is this packaging OK?,product_technical,product_technical,0.40470391846791276,1.0,AUTO_HANDLE,intent confidence and historical evidence meet the automation criteria,Thanks for reaching out. This is definitely not the level of service we aim for. We'd love to escalate carrier feedback by phone here:,OK I just found out why the parcel wouldn’t go through the door. In what way is this packaging OK?,This is definitely not the level of service we aim for. We'd love to escalate carrier feedback by phone here:,0.1111111111111111,0.8333333333333334,0.0,0.826253287234524,0.44893799308517857
284044,Okay... Shall I delete that tweet?,general_feedback,general_feedback,0.26625247235415694,1.0,ESCALATE,low intent confidence,Thanks for reaching out. Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2),Okay... Shall I delete that tweet?,Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2),0.0,0.8666666666666667,0.3333333333333333,0.8524143315538771,0.49786214973308157
2161840,I’ve had no email from you,customer_service,general_feedback,0.19810375017878737,1.0,ESCALATE,low intent confidence,Thanks for reaching out. I can see we sent you an email 8 November 2017 can you click the reply option in your emails?,I’ve had no email from you,I can see we sent you an email 8 November 2017 can you click the reply option in your emails?,0.5,0.8,0.0,0.8093107136677958,0.5513966070501694
63996,yes i have provided the details on link provided #amazonfails,customer_service,customer_service,0.27613344031989534,1.0000000000000002,ESCALATE,low intent confidence,Thanks for reaching out. We understand your concern regarding Amazon Pay. Could you please confirm if you have shared the details on the link provided earlier.,yes i have provided the details on link provided #amazonfails,We understand your concern regarding Amazon Pay. Could you please confirm if you have shared the details on the link provided earlier.,0.8,0.875,0.3333333333333333,0.8524143315538771,0.7407788163997482
