id,customer_message,intent,notes
1079380,"I have already shared detail in your mail correspondence.",customer_service,
283110,"Can u plz tell me ur policies for customers if customers is having problem continosly.",customer_service,
34563,"It's just waste of time as I have already done it before but no results. And I don't want to waste my time again in it.",customer_service,
1224547,"Yep, & get no reply. I'm sick of this happening, I spend so much money on amazon it's ridiculous. It makes me want to shop anywhere else.",customer_service,
2663721,"Why so much delay??",order_delivery,
1347568,"Should that be in the main sidebar menu? I don’t appear to have a Routines entry.",product_technical,
819495,"Will do 👍 thanks.",general_feedback,
812362,"No I'm sorry but that's not good enough. YOU put the sale on & knew how much stock you'd have to move. We shouldn't suffer because you couldn't be bothered to get yourself organised. We ordered this because we need it & paid for fast delivery. You're being complacent & dismissive",order_delivery,
816152,"Correctly labelled, but the episode shown as it opens with ""Previously on Outlander"" scenes that are from an unshown episode",product_technical,
1135116,"I think the issue is just on streamed content but I can’t be 100% certain if downloaded stuff is fully HD as I have nothing to compare it to",product_technical,
456533,"Yes it was 2x echo dots. Which have not been delivered as promised or agreed. When I challenged it, despite knowing there is a phone record of the agreement - I am told it was for only 1x echo dot but the original compensatory offer will not be upheld",order_delivery,
1157944,"I'm crippled. I was waiting for them all to be at the mailbox before I called for transit to pick it up:",order_delivery,
1710385,"This is app screenshot so find link urself",customer_service,
2758973,"Last update was I had to cancel the order since I could not get guaranteed shipping Never again amzl log",order_delivery,
1136219,"I am going to social media and media fr fake commitment ur side. U can say where is my order. 405-8158996-7018755",order_delivery,
1166665,"The most recent is that it will be here tomorrow. The only other update is that it left the facility Monday 10/23",order_delivery,
1735581,"Can you track where my parcel is actually held?",order_delivery,
427382,"You're supposed to call me. I filled out a form. Read through the thread.",customer_service,
818202,"Consistently. I would really prefer actual dates to “guaranteed” ones. No matter the cost.",order_delivery,
1288194,"A heavy box was used to ship a $4 Pop figure in the same week, but a $70 special edition game gets an envelope?",general_feedback,
529206,"I contacted customer service team and got it resolved. Thanks.",general_feedback,
65825,"I would *love* that. I inquired about this a few months ago on your chat support and was told it was an impossible request. I will be in touch tomorrow to arrange it, thank you.",customer_service,
918891,"Not that great buy high values item from U & till all is OK it’s the gud reviews for AmazonIndia,But if any issue den run after manufacturer",general_feedback,
2924455,"Thanks. I have sent an email",general_feedback,
1046142,"i don't see any email for today on given link and this process is more painful than speaking to CS agent who are of no help.",customer_service,
2759409,"Here's the proof..now you guys can't claim that I haven't filled up the form like u claimed earlier...and to tell u one thing..I don't need to fill tons of forms when it's actually your fault...this is kiddish assholes",customer_service,
249907,"Have spoken to your CC.. thx for everything.. my 2nd sentence is saracastic",general_feedback,
493275,"I told you I have done that. Hope it’s clear.",customer_service,
1631343,"Buy psv right now.its a pannindia film.",general_feedback,
2296047,"EIVOTOR is the seller and manufacturer",general_feedback,
26933,"It’s not recognizing the name of the podcast (Slate Presents Lexicon Valley) which can be found on Spotify. Says “I can’t find songs by...”",product_technical,
2922537,"2/2 They blamed the carrier. Now they're saying tomorrow, and then offered me an insulting $5 for the trouble. I just want what I purchased to be in my apartment so I can use it!",order_delivery,
1350042,"yes it was Friday the 24th at 8pm",general_feedback,
544422,"According to UPS, the truck was not processed when it arrived in Jacksonville on the 28th. It was not processed until today. It is scheduled to arrive on Tuesday.",order_delivery,
388796,"I have tried each and every way to communicate the issue to Amazon but no body resolved the same. Frustrating service from",customer_service,
1177168,"I already called, they're sending a 4th one.",return_refund,
1661965,"And now after being undeliverable... it is delivered... what on earth is going on!! My email account doesn’t know which way is up!!",order_delivery,
2935153,"I appreciate the confidence you kept in cust serv but unfortunately there is nothing of that sort. I checked all my folders including spam for the umpteenth time now to find no response from your revered #Accountspecialists who I even doubt if they actually exist",customer_service,
748698,"Ur emails says to wait fr more 24-48 hrs..i assure if i wait that much it will go on all the social media.",customer_service,
179708,"Guys what's wrong..again my order delayed",order_delivery,
2888239,"Hi, they told me to wait for dispatch and return it and go buy from . As he is the supervisor and one step ABOVE customer service head office.",customer_service,
485257,"I have no idea who sent this. We only have the Amazon Prime tape and your scanned address label. Can I DM you a pic of the label?",customer_service,
888307,"Yes, it asks if I want to replace with other stuff that I purchase... Also, by the way, I bought the insurance and can't find the policy for it anywhere...",return_refund,
2663768,"And I need it this week but I don’t know if it’s coming or not but if you guys cancelled it I would like you guys to fix it",order_delivery,
543837,"They tried to convince me that the order was in Houston. After getting past that hurdle, I was told the order can’t be replaced because it was not in stock. I was then told that I would be given a gift card. The rep is to call ups to determine the status",order_delivery,
866169,"hey, already had a tweet come through, eager to sort the problem! Also just a heads up, I got a DM from this account, this legit?",customer_service,
735000,"Twice. At this point I cannot be bothered waiting for a 3rd one to ship and never arrive. So I got a better deal elsewhere.",order_delivery,
608086,"What is the benefit if one has to wait fr 3 days...why shud one go to this type of mental harassment",order_delivery,
1177317,"I’m in the USA so I assume,",general_feedback,
631576,"I have already been through several processes. I have created and received emails and also just spoke to someone over the phone. I am appalled by the ‘service’ of Amazon and will be sure to tell everyone not to use them in future!",customer_service,
2971967,"I have to ea my dinner I worked 9 hours and just finish a 3 hour class",general_feedback,
981449,"thanks. what do you mean by issued by SBI. how to check that ?this card is listed on SBI card website.please clarify",payment_billing,
1227278,"Plz check my profile and address . Anil rout .nh55 turranga.angul mob 9937066505 pin 759123 and 759122. i am not satisfied with your answer",customer_service,
180839,"And what resolution check and where check have sent them 1000+ email. Wtf moment :(",customer_service,
2335822,"I can’t see that option. All I can get from my home button is this",product_technical,
665571,"Yes. I'm more concerned about the £721.38 order I was promised by now that you haven't even dispatched. Sold through Amazon, not 3rd party.",order_delivery,
311051,worst service by you,customer_service,
1190248,"I've replied to mail sent by your team, no response from your end, still waiting to know why refund is not initiated in full at one go",return_refund,
118747,There was no way to reply to the email. This is for case 4672816421. We were promised a call back but never received one.,customer_service,
1580416,"Four hours remain in this delivery window. It was taken from the facility at 10:47AM, previous deliveries have occurred no later than 1:50pm",order_delivery,
1236253,One thing I will say is Amazon's staff is great and trying to help. Hopefully we will get undamaged replacements this time!,return_refund,
1100388,"I already did and will get a refund for the missing half and half, but I still have to dry clean the soiled clothes, clean my soiled shoes, and mop the floor, as well as spot clean the wool rug. NOT happy.",return_refund,
2918687,It’s not even showing it as shipped . Any reason for that ?,order_delivery,
2663212,I’m using it in India. I don’t mind using English-US or English-India.,general_feedback,
2923468,"No email or anything. After 8pm, the time it said it would be here yesterday. I went into my account. It said yesterday after 8pm, the package would be here by today or Wednesday. I really do miss when it came by USPS. That was more trustworthy.",order_delivery,
126834,You delivery person said me to through mobile to meet him in the market to receive my purchase but he didn't come to my address so why I also told him to go back I don't need the purchase and I continued trying to call your cust. care...,order_delivery,
2469408,"All reported, waiting on refund but just want goods which I’ll have to get elsewhere. Always issues with man & van deliveries, different drivers every time, don’t know the area, sometimes deliver to random address or mark as ‘handed to resident’ and the parcel never turns up.",order_delivery,
2447421,No problem. She called back minutes later and apologized. Thanks for looking out. :),general_feedback,
2607030,Yeah I have all I keep getting a refund I had a drive to some random person’s house last week to get my package that was delivered to the wrong address because your delivery guy couldn’t find it and he just dropped it off at any house,order_delivery,
1420059,Will follow up shortly. To sum up: My order was incorrectly delivered to address of someone wondering where theirs has gone to.,order_delivery,
987368,I don't see any reason. Pls point that out.,customer_service,
2721748,I have given the reference number. You should have reported it yourself. This is very poor customer service.,customer_service,
2869522,No thanks! You should have just left the package. It’s an overnight. Now I’m gonna return it.,return_refund,
500775,Amazon Logistics were unable to deliver my parcel today as they were unable to gain access to the front gate. Hmm! not sure what gate they encountered. useless couriers.,order_delivery,
1684466,I have shared the details. Pls contact me asap and solve my problem.,customer_service,
1240419,"Long story short, I was told they couldn't respond due to it being busy on weekends than 2 days later it shipped in the middle of the night and immediately after they email me saying how if the carrier can't find it I would have to refuse and ship it back.",order_delivery,
2299483,"No it doesn't, it refers to 79 quid to get next day delivery And you can't manage your obligation,,,, don't give me small print!!!",order_delivery,
90202,I received nothing in spam and there was no message from the operator. However I received your message at 1am - 8hrs after my enquiry. I don’t understand why your operator couldn’t do this for me. Many thanks for your assistance.,customer_service,
2883362,Can u just refund my money please,return_refund,
2683475,"Website on my PC. Clicked the Track button which used to show your info and the carrier's number, but the layout is way different and the number isn't there.",product_technical,
2834149,"I ve already done this. Nd let be now, i have lost hope on you guys. 🙏🙏",general_feedback,
1232079,Yes sir ^KB for my Apple iPhone SE.,general_feedback,
1565140,I just want to speak to a person that does not respond with generic cut and paste answers.,customer_service,
2460001,"No actual reason why it was delayed on email, delivery guy was outside my house for 10 mins looking for package and I approached him and he said your package isn’t on this truck .",order_delivery,
919435,Finally i get a response frm ur team that ur concern is handled by executive team n they r best. Whn ur E team said thy dnt 1/2,customer_service,
1188197,"Apparently, I'll be refund—I won't get my time back, sadly. I've logged a complaint, but wld love to know why you failed to deliver, twice!",return_refund,
409323,"No, that was how much you owed me.",payment_billing,
360703,Yes ... 3 days ...Tracking #: 182110389807,order_delivery,
1188563,"even that was done on Monday night. No change in status",order_delivery,
1511976,That it's heading to a local Amazon shipping center to than be delivered by local carrier.,order_delivery,
281426,"I've been rung about 15 times today. I didn't contact CS. I have now spoken to someone and the calls have stopped, thankfully. Thank you.",customer_service,
1818235,I just asked them why me? Because same order of my friend got dispatched. What their reply was he is lucky. Damn such an customer service.,order_delivery,
1589990,"It worked fine for the other order I placed. Just the issue with this order, not an app/device issue. Thanks anyway!!",order_delivery,
2435678,Let the public know about your services.. That is my main motive,customer_service,
876964,"only you make promises and nothing.",general_feedback,
349358,"Are you going to refund my money or not? Refund it asap.",return_refund,
657888,"One of my packages was delayed by 2 days last week and nobody at amazon knew why it was delayed and it was through amazon logistic",order_delivery,
275498,"Well it is already out there. Why am I filling this form? i don’t see any point if the feedback is going back to amazon.in. Already sent thm",customer_service,
910377,"All day green line has been just above the arrival dot. Now its gone back up!!!!!",order_delivery,
612697,"It was online and all we got was an email saying it wasn't possible and to contact customer services.",customer_service,
1665286,"Please solve my problem. I booked the product to give it as a Gift.",order_delivery,
1672997,"I’ve attempted to do this.",general_feedback,
1511915,"Both my iPad and my iPhone and my wife’s iPhone and our desktop will try clearing the cache and cookies. Will that fix the app?",product_technical,
2603082,"Go to hell you loser you guys are good for nothing i am going to cancel the order and ll never return to shit bullshit website I am totally fed up with this website..",general_feedback,
1014700,"Courier guy is misbehaving like gunda over phone call omg amazon hire such blunder who can harm us latter",customer_service,
2888204,"Work on what ? I have no information about my order My 63000 Rs stuck with you people I think you guys don’t care about your customer at all",order_delivery,
56930,"I will. Last time, I had asked to have my Prime acct. flagged to use any available alternate carrier. I'd rather have your own drivers, tbh.",prime,
2612223,"It says tomorrow but I hadn’t even thought to check because the point of a pre-order is that you got it on the day of release no?",order_delivery,
759027,"Arrived after I left.which does me no good as I had to purchase replacement item. Which I specifically asked your person if I’d need to do",order_delivery,
1606840,"i mean, it’s silly to return. it’s still read-able. just surprising.",return_refund,
2794253,"Says “arriving today” under one tab, then “arriving tomorrow” once you click it",order_delivery,
438843,"Will you not help me for refund of my money from Amazon. Details clear in the image.",return_refund,
2532194,"Bizarre. Thank you for your response.",general_feedback,
312115,"Nobody attempted yet this msg... Again & again! Well I have to stop ordering from amazon till i get delivery assurance. Can't go on forever",order_delivery,
926293,"sold through Amazon EU delivery due Thursday Notified of attempted delivery, they lied, again Friday, but had not, I have cctv to prove.",order_delivery,
2905001,"Ok thanks for your help.",general_feedback,
384159,"Kindly check this I had fill a form",customer_service,
1221830,"405-5346082-8912369 It's an my product id... I don't need cheque I need refund my money back in my bank account ....",return_refund,
522470,"do you need a photo for more help with figureing what im talking about?",customer_service,
1800828,"Haven’t received any email from them and was hoping either to cancel or review the order but all this is not available now",order_delivery,
2826422,"Amazon hub seized my US Mail and put it in the Hub at 8800 N IH-35. It was not an Amazon shipment or any vendor Amazon fronts for. It was a homemade birthday gift from a friend. I cannot get it from the Hub. This seems to me a violation of 18 USC sec. 1701.",customer_service,
2452872,"U guys r just making people fool u r guys like big time scammers",general_feedback,
1427941,"Their twitter and facebook are listed, but I do not see any other way to contact them, which is why I took to twitter.",customer_service,
2335831,"I am beyond that at the moment. All I want is my package -.- IT'S BEEN TWO WEEKS!",order_delivery,
2216888,"You say this line and you ask me to return that item... then wait for 3-5 days for refund and then re order... I'm fed up of listening this bullshit . It's your mistake that you took 11 days and did nothing. I'm not gonna wait more.",return_refund,
269482,"the troubleshooting attempts have been a complete fail !! My firestick is zapped out",product_technical,
2962751,"Yeah, I tired no help. They just keep saying that we promise it will be the right one next time. And well, it was wrong again. Seem like I am just a test subject so amazon can get their items correct. Very disappointed at what has become of",return_refund,
2184657,"Um i did that and it just led me to contact the seller again which the seller isn’t messaging back is there a customer service number??? Just wanna know how i can either get refunded or my order?",customer_service,
182573,"clicked forgot password and didn't pass security qs (despite all answers being correct!) and now i am locked out.",account_login,
2766393,"DISPATCHING SOON. CANCELLATION ISN'T GUARANTEED. It's the fact you tell me the item will come on one day and then actually it won't, so why lie?",order_delivery,
1055245,"I cancelled but no refund was offered as my previous whinge was ignored. It's a pretty skanky way to get new customers, don't you think?",return_refund,
2110292,"Was on the phone 35 minutes, no help",customer_service,
1134984,"We have not had any help from just lies and excuses",customer_service,
2934371,"Sold by AOKII Direct Store and Fulfilled by Amazon.",general_feedback,
